Referencia	Título	Autor	Ilustrador	Edición	Editorial	Lugar de publicación	Año de publicación	ISBN	Formato	Encuadernación	Peso	Edición	Tirada	Firmado	Descripción	Estado del libro	Estado de la cubierta	Precio	Tipo de artículo	Cantidad	Catálogo	Palabras clave	Categoría de AbeBooks	URL imagen
45	Comunicación oral normal y patologica, l	Segre, renato			Toray		1973								<p>408</p>	sobrecubierta deteriorada		21	Libro	1				
1627	Terminología científica, industrial y artística	Serrano de Haro, Agustín			Ministerio de instrucción pública y Bell	Madrid	1929			Cartoné editorial					<p>410. con ilustraciones y fotografias en B/N</p>	Deteriorado		5	Libro	1				
499	Por qué pierde usted al Brigde	Simon, S. J			Saturnino Calleja										413. Madrid, 19x12, 251pgs., tela 0	<no especfificado>		5	Libro	1				
1775	Cirujano del aire	Slaughter, Frank G			Unión de editores latinos	Buenos Aires	1951			Cartoné editorial					<p>Lomo deteriorado</p>	Fatigado		3	Libro	1				
1380	Extremo Oriente	Somerset Maughan, W			Lara	Barcelona				Tela editorial					<p>416</p>	Aceptable		5	Libro	1				
1777	Padres e hijos	Stülen, Pedro			Hymsa	Barcelona	1943			Tela editorial decorada					<p>423</p>	Aceptable		4	Libro	1				
493	Rancho alegre	Taylor, Rosemary			La nave										<p>427. Madrid, 22x16,.290pgs., tela 0</p>	<no especfificado>		4	Libro	1				
3992	Obra de Ana María Fagundo: Una poética femenino-Feminista	Rolle, Silvia			Fundamentos Espiral Hispano Americana		1977			Rústica					<p>432. Nº32, Madrid, 20,5x11,5, 285pgs., rústica</p>	Aceptable		4	Libro	1				
4002	Historia moderna y contemporánea	Marban, E			Minerva		1965			Rústica					<p>433. New York, 22x14, 397pgs., rústica, ilustrado con fotografías en B/N, con sello</p>	Aceptable		5	Libro	1				
4011	A 50 Kms. de mi pais	Del Valle, María Jesús			Madrid		1952			Rústica					<p>435. Madrid, 17x12, 199pgs., rústica, con dedicatoria de la autora</p>	Aceptable		3	Libro	1				
4015	Memorias de un converso (virutas de historia)	Pérez Madrigal, Joaquín			Reus		1951			Rústica					<p>436. Volumen VIII, titulado "Los guerreros y los cautivos", Madrid, 17x11,5, 131pgs., rústica</p>	Fatigado		6	Libro	1				
4052	Sheol	Fontana, Jean Pierre			Albia Ficción		1980			Rústica					<p>442. Nº10, Madrid, 18x12, 198pgs., rústica, fatigado</p>			3	Libro	1		Ciencia ficción		
4850	Nueva Dimensión	Varios autores			Nueva Dimensión		1980			Rústica					<p>443. Nº126, Barcelona, 20x13,5, 192pgs., rústica</p>	Aceptable		4	Libro	1				
4852	Nueva Dimensión	Varios autores			Nueva Dimensión		1981			Rústica					<p>444. Nº130, Barcelona, 20x13,5, 192pgs., rústica</p>	Aceptable		4	Libro	1				
4853	Nueva Dimensión	Varios autores			NUeva Dimensión		1980			Rústica					<p>445. Nº125, Barcelona, 20x13,5, 192pgs., rústica</p>	Aceptable		4	Libro	1				
4855	Francisco Franco. Pensamiento				Oraganización Sindical Española		1959			Rústica					<p>447. Madrid, 21,5x16, 615pgs., rústica, fatigado</p>			8	Libro	1				
4857	Franco frente al Rey. El proceso del régimen	Calvo Serer, Rafael			SO.DE.CA		1972			Rústica					<p>449. Francia, 23x16, 254pgs., rústica, fatigado</p>	Fatigado		3	Libro	1				
4859	Cuestionario sobre cálculo integral	Fernández Toral, Mariano			RAM		1942								<p>451. Madrid, 16x11, 74pgs., cartoné edit. fatigado, con alguna anotación</p>	Fatigado		3	Libro	1		Matemáticas		
4860	Educación del niño sordo, La	Varios autores			AIA		1959			Rústica					<p>452. Buenos Aires, 23,5x16, 156pgs., rústica,encudernación fatigada, con deterioro en la parte superior del lomo, sello en última página</p>			3	Libro	1				
4862	98 Ibéricos y el mar, Los				Sociedad estatal Lisboa 98		1998			Rústica					<p>453. Cinco Tomos, Madrid, 24x17, entre 274 y 560pgs.por tomo, rústica</p>	Aceptable		12	Libro	1				
4865	Foro de debate sobre el mar y sus problemas				Sociedad estatal Lisboa 98		1998			Rústica					<p>455. 3 Tomos, Madrid, 23,5x17,5, 1270pgs. entre los tres tomos, rústica</p>	Aceptable		10	Libro	1				
4867	Cataclismo de Damocles, El	García Márquez, Gabriel			Mondadori		1987			Rústica					<p>456. Madrid, 24,5x17,5, 15pgs., rústica. Edición de 999 ejemplares del texto del discurso que pronunció Gabriel García Márquez en Ixtapa (méxico), en Agosto del 86, en la ceremonia inaugural de la reunión sobre la paz y el desarme del Grupo de los Seis. Incluye una litografía de Antonio Saura, realizada especialmente para esta obra</p>	Aceptable		30	Libro	1				
4870	Curso de Matemática	Macías Esquivel, F			IMprenta sucesor de M. Álvarez		1936								<p>458. Cádiz, 20,5x14, 112pgs., cartoné edit. , encuadernación deteriorada, con firma de anterior propietario</p>			3	Libro	1		Matemáticas		
5736	Soledad!	Suarez Bravo, Ceferino			Apostolado de la prensa		1949								<p>459. Madrid, 18x12, 293pgs., cartoné edit., portada ilustrada</p>	Aceptable		5	Libro	1				
5737	Ruinas de mi convento, Las				Apostolado de la prensa		1946								<p>460. Madrid, 18x12, 283pgs., cartoné edit., con lomo con pequeño deterioro, portada decorada</p>			5	Libro	1				
5748	Peces Dorados	Ostrow, Marshall			Tikal Animales de compañia										<p>462. Barcelona, 21x15,5, 165pgs., con pequeño deterioro en cubierta delantera, con ilustraciones en B/N y fotografías a color. 0</p>			3	Libro	1				
5752	Aves de jaula	Vriends, Matthew M			Tikal Animales de compañia					Rústica					<p>466. Barcelona, 21x15,5, 255pgs., rústica, fatigado, con ilustraciones en B/N y fotografías a color. 0</p>			3	Libro	1				
5754	Collie	Gómez-Toldrá, Josefina			Tikal Aniamles de compañia					Rústica					<p>468. Barcelona, 21x15,5, 239pgs., rústica, cubiertas ligeramente deterioradas, con fotografías a color. 0</p>			4	Libro	1				
5755	Terranova	Gómez-Toldrá, Salvador			Tikal Animales de compañia					Rústica					<p>469. Barcelona, 21x15,5,  205pgs., rústica, fatigado, con fotografías a color. 0</p>			4	Libro	1				
5757	Collie barbudo	Gómez-Toldrá, Josefina			Tikal Animales de compañia					Rústica					<p>471. Barcelona, 21x15,5, 219pgs., rústica, fatigado, con fotografías a color. 0</p>			4	Libro	1				
5760	Montaña de los Pirineos	Gómez-Toldrá, Salvador - Blisard, Lauren			Tikal Animales de compañia					Rústica					<p>473. Barcelona, 21x15,5, 205pgs., rústica, cubiertas fatigadas, con fotografías a color. 0</p>			4	Libro	1				
5761	Perro mestizo	Fiestas Brasó, Mª Bonanova			Tikal Animales de compañia					Rústica					<p>474. Barcelona, 21x15,5, 189pgs., rústica, cubiertas ligeramente fatigadas, con fotografías a color. 0</p>			4	Libro	1				
6505	Huella de España en Rusia, La				Revista geográfica española		1967			Rústica					<p>477. Nº46, Madrid, 24x16,5, 101pgs., rústica, con firma de anterior propietario, ilustrado con fotografías en B/N</p>	Aceptable		4	Libro	1		Revistas		
6514	Niño del mañana, El. Tecnologías reproductoras en los años 90	Varios autores			Pomares-Corredor		1992			Rústica					<p>483. Barcelona, 21,5x14,5, 316pgs., rústica</p>	Aceptable		4	Libro	1				
6517	Milton en América	Ackroyd, Peter			Edhasa Narrativas históricas		2001								<p>485. Barcelona, 23x15, 351pgs., cartoné edit. con sobrecubierta</p>	Aceptable		4	Libro	1		histórica		
6518	Caballero del puente, El	Watson, William			Edhasa Narrativas históricas		1998								<p>486. Barcelona, 23,5x15, 358pgs., cartoné edit. con sobrecubierta fatigada</p>			4	Libro	1		histórica		
6524	Personajes de Fajardo, Los	Caballero Bonald, J.M			Cabildo insular de Tenerife		1986								<p>&nbsp;30x24, 117pgs., tela edit. con sobrecubierta algo deteriorada, ilustrado con numerosas láminas a color y algunos dibujos dentro de texto</p>	Aceptable		50	Libro	1				
7712	Teoría del medio juego en ajedrez	Ganzo, Julio			Ed. Ricardo Aguilera		1968			Rústica					<p>&nbsp;Madrid, 20*13, 183 pgs. Rústica. Firma del anterior propietario, sobrecubierta deteriorada</p>	Aceptable		9	Libro	1				
7713	La convulsión política y social de nuestro tiempo	Sábato, Ernesto			Ed. Edicom		1969			Rústica					<p>&nbsp;Buenos Aires, 19*14, 433 pgs. Rústica, fatigado. "Enfrentamientos y coincidencias en una dramática selección de textos, frases, citas y aforismos</p>			15	Libro	1				
7725	Auditoría medioambiental en la empresa	Arangüeña Pernas, Aurelio			Ed. Centro de estudios Ramón Areces		1994			Rústica					<p>&nbsp;Madrid, 24*17, 504 pgs. Rústica</p>	Aceptable		5	Libro	1				
7726	Campo de tiro	Martín Largo, José Ramón			Ed. 451 editores Col. 451 http://		2009			Rústica					<p>&nbsp;Madrid, 24*15, 330 pgs. Rústica con sobrecubierta</p>	Aceptable		5	Libro	1				
7734	Fronteras de lo real. Escritos sobre poesía	Veyrat, Miguel			Ed. Calima Col. Territorios		2007			Rústica					<p>&nbsp;Madrid, 21*14, 155 pgs. Rústica con solapas. Falta la portada</p>	Aceptable		5	Libro	1				
1032	Hoguera de los diablos rojos, La - Aventuras en el país de los pieles rojas	Testore, Celestino			Cultura misional	Bilbao				Rústica					<p>507. Ron ilustraciones, nombre del anterior propietario impreso en la portada</p>	Regular		9	Libro	1				
771	Problemas de metabolismo	Thannhauser, S.J			Espasa Calpe		1935			Rústica					508. Madrid, 23x15, 98pgs., rústica, "intonso	<no especfificado>		4	Libro	1				
1342	Historia de una prostituta	Therese, Marie			La pléyade	Argentina	1971			Rústica					<p>509. Con introducción de Simone de Beauvoir</p>	Fatigado		5	Libro	1				
1412	Aportaciones a la educación especial del deficiente mental recuperable	Torres, Uribe			Edit. Médica panamericana	Buenos Aires	1977			Rústica					<p>514. con sello. Pequeños desperfectos en el lomo</p>	Aceptable		6	Libro	1				
1623	Tribulaciones Heróicas de Balthasar Kober	Tristan, Frédérick			Edhasa	Barcelona	1986			Tela editorial					<p>Sobrecubierta deteriorada</p>	Aceptable		6	Libro	1				
237	Subnormales profundos (curso de actualización)	va					1976								518. Fatigado	<no especfificado>		6	Libro	1				
1390	Psicología y psicotécnica en la orientación profesional	Vaglietti, Mario			Marfil	Alcoy	1963			Rústica					<p>519</p>	Aceptable		5	Libro	1				
662	El P. Van Tricht	Varios autores			Imprenta del corazón de Jesús					Cartoné editorial					534. Bilbao, 122pgs	Aceptable		3	Libro	1				
816	En torno a la obra de Guillermo H. Prescott	Varios autores			Magerit		1960			Rústica					535. Madrid, 19x12, 108pgs., rústica	<no especfificado>		3	Libro	1				
366	Enseñanza Reflexiva para centros educativos	Varios autores			PPU		1994			Rústica					<p>536. Barcelona,24x17,354pgs.Rústica</p>	<no especfificado>		4	Libro	1				
969	Estados Unidos: Luces y sombras	Varios autores			Pablo Iglesias		1987			Rústica					538. Madrid, 21x13, 267pgs., rústica	<no especfificado>		4	Libro	1				
1730	Estudios de fonética experimental, II	Varios autores			PPU	Barcelona	1986			Rústica					<p>539</p>	Aceptable		7	Libro	1				
824	Literatura infantil	Varios autores			Acción educativa		1983			Rústica					544. Madrid, 20x13, 119pgs., rústica	<no especfificado>		3	Libro	1				
365	Prácticas de derecho penal	Varios autores			PPU		1988			Rústica					547. Barcelona,24x17,406pgs.Rústica, fatigado	<no especfificado>		6	Libro	1				
1266	Geografía. Física y astronómica	Vila, Pablo			Seix Barral	Barcelona	1915			Cartoné editorial					556. 3 tomos, 186,225 y 204pgs., por tomo, con ilustraciones, primer tomo deteriorado, firma del anterior propietario	Fatigado		18	Libro	1				
74	Mujercísimas	Moix, Terenci			Planeta Autores españoles e hispanoamericanos		1995								<p>558. Barcelona, 21x14, 487pgs., cartoné edit. con sobrecubierta, primera edición</p>	<no especfificado>		4	Libro	1				
1564	Fabiola	Wiseman			Apostolado de la prensa Colección selecta	Madrid	1936			Tela editorial					<p>563</p>	Fatigado		5	Libro	1		novela histórica		
1813	Lady Hamilton, embajadora de Inglaterra	Flement, Albert			Iberia-Joaquín Gil La estrella de mar	Barcelona	1941			Tela editorial					<p>569. con ilustraciones en B/N</p>	Aceptable		3	Libro	1				
1819	Maria de magdala	Slaughter, Frank G			Planeta Ómnibus	Barcelona	1963			Tela editorial					<p>570. Nº33</p>	Aceptable		4	Libro	1				
1823	Dios no duerme	Chantal, Suzanne			José Janés Los libros de nuestro tiempo	Barcelona	1944			Tela editorial					<p>572</p>	Aceptable		3	Libro	1				
1825	Conversación sobre la guerra	Asenjo Sedano, José			Destino Áncora y Delfín	Barcelona	1978			Cartoné editorial					<p>573. Nº527</p>	Aceptable		4	Libro	1				
1830	Culminación de Montoya	Gasulla, Luis			Destino Áncora y Delfín	Barcelona	1975			Cartoné editorial					<p>574. Nº466, premio Eugenio Nadal 1974</p>	Aceptable		4	Libro	1				
1852	Berlín	Plievier, Theodor			Destino Áncora y Delfín	Barcelona	1961			Cartoné editorial					<p>578. Nº204</p>	Aceptable		5	Libro	1				
1853	Libro de las memorias de las cosas	Fernández Santos, Jesús			Destino Áncora y Delfín	Barcelona	1970			Cartoné editorial					<p>579. Nº360, premio Eugenio Nadal 1970</p>	Aceptable		6	Libro	1				
1857	Buen salvaje, El	Caballero Calderón, Eduardo			Destino Áncora y Delfín	Barcelona	1965			Cartoné editorial					<p>581. Nº273, premio Eugenio Nadal 1965</p>	Aceptable		4	Libro	1				
1858	Cuajarón, El	Requena, José María			Destino Áncora y Delfín	Barcelona	1971			Cartoné editorial					<p>582. Nº375, premio Eugenio Nadal 1971</p>	Aceptable		4	Libro	1				
1860	Rito, El	García Blázquez, José Antonio			Destino Áncora y Delfín	Barcelona	1973			Cartoné editorial					<p>584. Nº440,  premio Eugenio Nadal 1973</p>	Aceptable		4	Libro	1				
1866	Noches de la antigüedad	Mailer, Norman			Plaza&Janés Literaria	Barcelona	1985			Rústica					<p>585</p>	Aceptable		5	Libro	1		histórica		
1932	Ángeles fugaces	Chevalier, Tracy			Alfaguara	Madrid	2002			Cartoné editorial					<p>587</p>	Aceptable		5	Libro	1				
1958	Abogado del diablo, El	West, Morris			Luis de Caralt Gigante	Barcelona	1963			Tela editorial					<p>591</p>	Aceptable		4	Libro	1				
1986	Abeja reina, La	Lee, Edna			Planeta Goliat	Barcelona	1950			Cartoné editorial					<p>598</p>	Aceptable		3	Libro	1				
1987	Conciencia del Rey, La	Bartschmid, Margarete			Dinor Prisma	San Sebastián	1958			Rústica					<p>599</p>	Fatigado		4	Libro	1		histórica		
2002	Elizabeth cambia de rumbo	Taylor, Elizabeth			Planeta Documento	Barcelona	1988			Rústica					<p>602. Nº232,  con fotografías en B/N</p>	Aceptable		4	Libro	1				
2006	Memoria de mi nombre, La	Van Straten, Giorgio			Debate Narrativa	Barcelona	2002			Cartoné editorial					<p>604</p>	Aceptable		5	Libro	1				
2009	Vida y obra de Víctor Said Armesto	Díaz-Plaja, Fernando			Fundación "Pedro Barrié de la Maza	A Coruña	1993			Rústica					<p>606</p>	Aceptable		8	Libro	1				
2020	No sólo se vive de pan	Dudinzev, Wladimir			Cid Altor	Madrid	1957			Rústica					<p>609</p>	Fatigado		4	Libro	1				
2028	Mi cuidad y yo, Veinte años en una alcaldía. 1940-1960	Marcet Coll, José Mª				Barcelona	1963			Tela editorial					<p>612</p>	Aceptable		8	Libro	1		Sabadell		
2046	Libro de las manos, El	Cabodevilla, José María			Espasa Calpe-Rio Duero	Madrid	1973			Tela editorial					<p>617. con fotografías en B/N y maqueta y dibujos de Francisco Izquierdo</p>	Aceptable		12	Libro	1				
2048	Juego limpio	Romero, Emilio			Planeta Autores españoles contemporáneos	Barcelona	1962			Tela editorial					<p>618</p>	Aceptable		4	Libro	1				
2056	Salamanca. Su historia, su arte, su cultura	De Bizagorena, Francisco			Gráficas Ortega	Salamanca	1986			Rústica					<p>620. con fotografías en color y B/N</p>	Aceptable		4	Libro	1				
2068	Horas del amor y otras horas, Las	De Garciasol, Ramón			Novelas y Cuentos Literatura española.Narraciones Siglo XX	Madrid	1976			Rústica					<p>621. Nº188, con prólogo de Federico Carlos Sainz de Robles</p>	Aceptable		3	Libro	1				
2072	Cuarteto de máscaras	Rubio, Rodrigo			Novelas y Cuentos Literatura española-Novela. Siglo XX	Madrid	1976			Rústica					<p>622. Nº174, Premio "Novelas y Cuentos" 1975</p>	Aceptable		3	Libro	1				
2077	Sonrisa del jaguar, La, Un viaje a Nicaragua	Rushdie, Salman			Alfaguara	Madrid	1987			Rústica					<p>623</p>	Aceptable		4	Libro	1				
2097	A través de la red	Gurian, Sorana			AHR La cortina de hierro	Barcelona	1952			Tela editorial					<p>626</p>	Fatigado		5	Libro	1				
2100	Cuando Don Alfonso era Rey	Nuñez Alonso, A			Bullón		1962								<p>628. Madrid, 23x17, 633pgs., tela edit., primera edición</p>	Aceptable		8	Libro	1		histórica		
2126	Triunfo de las Lises, El	Danvila, Alfonso			Espasa-Calpe Las luchas fraticidas de España		1956			Rústica					<p>634. 2 tomos, Madrid, 20x13, 262y 253pgs. por tomo, rústica, intonsos</p>	pequeños deterioros en la cubierta del tomo 1		9	Libro	1		histórica		
2152	Retales	Giménez			De la Torre		1979			Rústica					<p>636. Nº9, Madrid, 30x12, 48pgs., rústica, con ilustraciones en B/N</p>	Aceptable		5	Libro	1				
2154	Etnocidio	García, Luis			De la Torre		1979			Rústica					<p>638. Nº5, Madrid, 30x12, 48pgs., rústica, con ilustraciones en B/N</p>	Aceptable		5	Libro	1				
2299	Retrato de una bruja	De Castresana, Luis			Planeta Autores españoles e hispanoamericanos		1970								<p>642. Barcelona, 19x14, 312pgs., tela edit. con sobrecubierta, finalista premio Planeta 1970</p>	Aceptable		4	Libro	1				
2300	Aquelarre	Rojas, Carlos			Nauta Los libros de la veleta		1970								<p>643. Nº9, Barcelona, 19x14, 387pgs., cartoné edit. con sobrecubierta, primera edición. Deteriorado</p>	Aceptable		4	Libro	1				
2312	Convertidor, El	Fernández Serrano, J. A			Planeta Autores españoles e hispanoamericanos		1971								<p>645. Barcelona, 19x14, 397pgs., tela edit. con sobrecubierta, premio Ciudad de Lérida 1970, en esta novela histórica y social se cuenta como vivía en la anteguerra la generación que en 1936 luchó en los frentes del norte</p>	Aceptable		4	Libro	1				
2353	Naves quemadas, Las	Armas Marcelo, J.J			Argos Vergara Bibliotheca del Fénice		1982			Rústica					<p>649. Nº3, Barcelona, 20x13, 340pgs., rústica, con firma del anterior propietario, primera edición</p>	Aceptable		4	Libro	1		histórica		
